id,label,icd_code,mesh_code
DOID:0110276,autosomal recessive limb-girdle muscular dystrophy type 2B,G71.0,
DOID:0110277,autosomal recessive limb-girdle muscular dystrophy type 2C,G71.0,
DOID:0110278,autosomal recessive limb-girdle muscular dystrophy type 2D,G71.0,
DOID:0110279,autosomal recessive limb-girdle muscular dystrophy type 2E,G71.0,
DOID:0110280,autosomal recessive limb-girdle muscular dystrophy type 2F,G71.0,
DOID:0110281,autosomal recessive limb-girdle muscular dystrophy type 2G,G71.0,
DOID:0110282,autosomal recessive limb-girdle muscular dystrophy type 2H,G71.0,
DOID:0110283,autosomal recessive limb-girdle muscular dystrophy type 2J,G71.0,
DOID:0110284,autosomal recessive limb-girdle muscular dystrophy type 2L,G71.0,
DOID:0110285,autosomal recessive limb-girdle muscular dystrophy type 2Q,G71.0,
DOID:0110287,autosomal recessive limb-girdle muscular dystrophy type 2S,G71.0,
DOID:0110289,autosomal recessive limb-girdle muscular dystrophy type 2Y,G71.0,
DOID:0110291,Leber congenital amaurosis 10,H35.5,C565720
DOID:0110292,autosomal recessive limb-girdle muscular dystrophy type 2O,G71.0,
DOID:0110293,autosomal recessive limb-girdle muscular dystrophy type 2P,G71.0,
DOID:0110294,autosomal recessive limb-girdle muscular dystrophy type 2T,G71.0,
DOID:0110295,autosomal recessive limb-girdle muscular dystrophy type 2U,G71.0,
DOID:0110296,autosomal recessive limb-girdle muscular dystrophy type 2M,G71.0,
DOID:0110297,autosomal recessive limb-girdle muscular dystrophy type 2K,G71.0,
DOID:0110298,autosomal recessive limb-girdle muscular dystrophy type 2N,G71.0,
DOID:0110299,autosomal recessive limb-girdle muscular dystrophy type 2I,G71.0,
DOID:0110303,autosomal dominant limb-girdle muscular dystrophy type 1H,G71.0,
DOID:0110304,autosomal dominant limb-girdle muscular dystrophy type 2,G71.0,
DOID:0110305,autosomal dominant limb-girdle muscular dystrophy type 1,G71.0,
DOID:0110306,autosomal dominant limb-girdle muscular dystrophy type 3,G71.0,
DOID:0110329,Leber congenital amaurosis 6,H35.5,C565327
DOID:0110330,Leber congenital amaurosis 13,H35.5,C567197
DOID:0110331,Leber congenital amaurosis 3,H35.5,C565814
DOID:0110332,Leber congenital amaurosis 4,H35.5,C565778
DOID:0110333,Leber congenital amaurosis 7,H35.5,
DOID:0110334,osteogenesis imperfecta type 1,,D010013
DOID:0110335,"osteogenesis imperfecta with opalescent teeth, blue sclerae and wormian bones but without fractures",Q78.0,
DOID:0110336,osteogenesis imperfecta type 8,Q78.0,
DOID:0110337,osteogenesis imperfecta type 7,Q78.0,C565200
DOID:0110338,osteogenesis imperfecta type 17,Q78.0,
DOID:0110339,osteogenesis imperfecta type 3,Q78.0,
DOID:0110340,osteogenesis imperfecta type 4,Q78.0,
DOID:0110341,osteogenesis imperfecta type 2,Q78.0,
DOID:0110342,osteogenesis imperfecta type 13,Q78.0,
DOID:0110343,osteogenesis imperfecta type 14,Q78.0,
DOID:0110344,osteogenesis imperfecta type 5,Q78.0,
DOID:0110345,osteogenesis imperfecta type 16,Q78.0,
DOID:0110346,osteogenesis imperfecta type 10,Q78.0,
DOID:0110347,osteogenesis imperfecta type 15,Q78.0,
DOID:0110348,osteogenesis imperfecta type 12,Q78.0,
DOID:0110349,osteogenesis imperfecta type 9,Q78.0,
DOID:0110350,osteogenesis imperfecta type 6,Q78.0,
DOID:0110351,osteogenesis imperfecta type 11,Q78.0,
DOID:0110352,retinitis pigmentosa 59,H35.5,
DOID:0110353,retinitis pigmentosa 20,H35.5,C566718
DOID:0110354,retinitis pigmentosa 19,H35.5,C566637
DOID:0110355,retinitis pigmentosa 32,H35.5,C563689
DOID:0110356,retinitis pigmentosa 18,H35.5,C563320
DOID:0110357,retinitis pigmentosa 35,H35.5,C565206
DOID:0110358,retinitis pigmentosa 12,H35.5,C563999
DOID:0110359,retinitis pigmentosa 67,H35.5,
DOID:0110360,retinitis pigmentosa 39,H35.5,
DOID:0110361,retinitis pigmentosa 75,H35.5,
DOID:0110362,retinitis pigmentosa 58,H35.5,
DOID:0110363,retinitis pigmentosa 71,H35.5,
DOID:0110364,retinitis pigmentosa 54,H35.5,
DOID:0110365,retinitis pigmentosa 28,H35.5,
DOID:0110366,retinitis pigmentosa 33,H35.5,C563676
DOID:0110367,retinitis pigmentosa 38,H35.5,
DOID:0110368,retinitis pigmentosa 26,H35.5,C564249
DOID:0110369,retinitis pigmentosa 47,H35.5,
DOID:0110370,retinitis pigmentosa 55,H35.5,
DOID:0110371,retinitis pigmentosa 56,H35.5,
DOID:0110372,retinitis pigmentosa 4,H35.5,C566706
DOID:0110373,retinitis pigmentosa 61,H35.5,
DOID:0110374,retinitis pigmentosa 68,H35.5,
DOID:0110375,retinitis pigmentosa 40,H35.5,
DOID:0110376,retinitis pigmentosa 41,H35.5,C567422
DOID:0110377,retinitis pigmentosa 49,H35.5,
DOID:0110378,retinitis pigmentosa 29,H35.5,C567403
DOID:0110379,retinitis pigmentosa 43,H35.5,
DOID:0110380,retinitis pigmentosa 62,H35.5,
DOID:0110381,retinitis pigmentosa 14,H35.5,C563992
DOID:0110382,retinitis pigmentosa 48,H35.5,
DOID:0110383,retinitis pigmentosa 7,H35.5,C564284
DOID:0110384,retinitis pigmentosa 25,H35.5,C566425
DOID:0110385,retinitis pigmentosa 63,H35.5,
DOID:0110386,retinitis pigmentosa 42,H35.5,C567854
DOID:0110387,retinitis pigmentosa 9,H35.5,C566716
DOID:0110388,retinitis pigmentosa 10,H35.5,C566715
DOID:0110389,retinitis pigmentosa 73,H35.5,
DOID:0110390,retinitis pigmentosa 1,H35.5,C538365
DOID:0110391,retinitis pigmentosa 31,H35.5,C563685
DOID:0110392,retinitis pigmentosa 70,H35.5,
DOID:0110393,retinitis pigmentosa 66,H35.5,
DOID:0110394,retinitis pigmentosa 44,H35.5,
DOID:0110395,retinitis pigmentosa 72,H35.5,
DOID:0110396,retinitis pigmentosa 50,H35.5,
DOID:0110397,retinitis pigmentosa 27,H35.5,C563526
DOID:0110398,retinitis pigmentosa 51,H35.5,
DOID:0110399,retinitis pigmentosa 37,H35.5,C567005
DOID:0110400,retinitis pigmentosa 22,H35.5,
DOID:0110401,retinitis pigmentosa 74,H35.5,
DOID:0110402,retinitis pigmentosa 45,H35.5,
DOID:0110403,retinitis pigmentosa 13,H35.5,C564008
DOID:0110404,retinitis pigmentosa 17,H35.5,C563437
DOID:0110405,retinitis pigmentosa 36,H35.5,C566431
DOID:0110406,retinitis pigmentosa 30,H35.5,C564310
DOID:0110407,retinitis pigmentosa 57,H35.5,
DOID:0110408,retinitis pigmentosa 11,H35.5,C563991
DOID:0110409,retinitis pigmentosa 46,H35.5,C567249
DOID:0110410,retinitis pigmentosa 69,H35.5,
DOID:0110411,retinitis pigmentosa 60,H35.5,
DOID:0110412,retinitis pigmentosa 23,H35.5,
DOID:0110413,retinitis pigmentosa 6,H35.5,C564065
DOID:0110414,retinitis pigmentosa 3,H35.5,C564520
DOID:0110415,retinitis pigmentosa 2,H35.5,C567523
DOID:0110416,retinitis pigmentosa 24,H35.5,
DOID:0110417,retinitis pigmentosa 34,H35.5,C564475
DOID:0110418,retinitis pigmentosa Y-linked,H35.5,
DOID:0110419,retinitis pigmentosa with or without situs inversus,H35.5,
DOID:0110420,dominant pericentral pigmentary retinopathy,H35.5,
DOID:0110421,late-adult onset retinitis pigmentosa,H35.5,
DOID:0110422,autosomal recessive pericentral pigmentary retinopathy,H35.5,
DOID:0110423,dilated cardiomyopathy 1C,I42.0,
DOID:0110424,dilated cardiomyopathy 1CC,I42.0,
DOID:0110426,dilated cardiomyopathy 1D,I42.0,
DOID:0110427,dilated cardiomyopathy 1V,I42.0,
DOID:0110428,dilated cardiomyopathy 1AA,I42.0,
DOID:0110429,dilated cardiomyopathy 1H,I42.0,
DOID:0110430,dilated cardiomyopathy 1G,I42.0,
DOID:0110431,dilated cardiomyopathy 1I,I42.0,
DOID:0110432,dilated cardiomyopathy 1NN,I42.0,
DOID:0110433,dilated cardiomyopathy 1E,I42.0,
DOID:0110434,dilated cardiomyopathy 1Z,I42.0,
DOID:0110435,dilated cardiomyopathy 1GG,I42.0,
DOID:0110436,dilated cardiomyopathy 1L,I42.0,
DOID:0110437,dilated cardiomyopathy 1K,I42.0,
DOID:0110438,dilated cardiomyopathy 1JJ,I42.0,
DOID:0110439,dilated cardiomyopathy 1P,I42.0,
DOID:0110441,dilated cardiomyopathy 2B,I42.0,
DOID:0110442,dilated cardiomyopathy 1Q,I42.0,
DOID:0110443,dilated cardiomyopathy 1B,I42.0,
DOID:0110444,dilated cardiomyopathy 1X,I42.0,
DOID:0110445,dilated cardiomyopathy 1KK,I42.0,
DOID:0110446,dilated cardiomyopathy 1W,I42.0,
DOID:0110447,dilated cardiomyopathy 1DD,I42.0,
DOID:0110448,dilated cardiomyopathy 1HH,I42.0,
DOID:0110449,dilated cardiomyopathy 1M,I42.0,
DOID:0110450,dilated cardiomyopathy 1II,I42.0,
DOID:0110451,dilated cardiomyopathy 1O,I42.0,
DOID:0110452,dilated cardiomyopathy 1T,I42.0,
DOID:0110453,dilated cardiomyopathy 1EE,I42.0,
DOID:0110454,dilated cardiomyopathy 1S,I42.0,
DOID:0110455,dilated cardiomyopathy 1U,I42.0,
DOID:0110456,dilated cardiomyopathy 1R,I42.0,
DOID:0110457,dilated cardiomyopathy 1Y,I42.0,
DOID:0110458,dilated cardiomyopathy 1BB,I42.0,
DOID:0110459,dilated cardiomyopathy 1FF,I42.0,
DOID:0110460,dilated cardiomyopathy 2A,I42.0,
DOID:0110461,X-linked dilated cardiomyopathy,I42.0,C580047
DOID:0110462,autosomal recessive nonsyndromic deafness 101,H90.3,
DOID:0110463,autosomal recessive nonsyndromic deafness 102,H90.3,
DOID:0110464,autosomal recessive nonsyndromic deafness 103,H90.3,
DOID:0110465,autosomal recessive nonsyndromic deafness 104,H90.3,
DOID:0110467,autosomal recessive nonsyndromic deafness 12,H90.3,
DOID:0110468,autosomal recessive nonsyndromic deafness 13,H90.3,
DOID:0110469,autosomal recessive nonsyndromic deafness 14,H90.3,
DOID:0110470,autosomal recessive nonsyndromic deafness 15,H90.3,
DOID:0110471,autosomal recessive nonsyndromic deafness 16,H90.3,
DOID:0110472,autosomal recessive nonsyndromic deafness 17,H90.3,
DOID:0110473,autosomal recessive nonsyndromic deafness 18A,H90.3,
DOID:0110474,autosomal recessive nonsyndromic deafness 18B,H90.3,
DOID:0110475,autosomal recessive nonsyndromic deafness 1A,H90.3,
DOID:0110476,autosomal recessive nonsyndromic deafness 1B,H90.3,
DOID:0110477,autosomal recessive nonsyndromic deafness 2,H90.3,
DOID:0110478,autosomal recessive nonsyndromic deafness 20,H90.3,
DOID:0110479,autosomal recessive nonsyndromic deafness 21,H90.3,
DOID:0110480,autosomal recessive nonsyndromic deafness 22,H90.3,
DOID:0110481,autosomal recessive nonsyndromic deafness 23,H90.3,
DOID:0110482,autosomal recessive nonsyndromic deafness 24,H90.3,
DOID:0110483,autosomal recessive nonsyndromic deafness 25,H90.3,
DOID:0110484,autosomal recessive nonsyndromic deafness 26,H90.3,
DOID:0110485,autosomal recessive nonsyndromic deafness 27,H90.3,
DOID:0110486,autosomal recessive nonsyndromic deafness 28,H90.3,
DOID:0110487,autosomal recessive nonsyndromic deafness 29,H90.3,
DOID:0110488,autosomal recessive nonsyndromic deafness 3,H90.3,
DOID:0110489,autosomal recessive nonsyndromic deafness 30,H90.3,
DOID:0110490,autosomal recessive nonsyndromic deafness 31,H90.3,
DOID:0110491,autosomal recessive nonsyndromic deafness 32,H90.3,
DOID:0110492,autosomal recessive nonsyndromic deafness 33,H90.3,
DOID:0110493,autosomal recessive nonsyndromic deafness 35,H90.3,
DOID:0110494,autosomal recessive nonsyndromic deafness 36,H90.3,
DOID:0110495,autosomal recessive nonsyndromic deafness 37,H90.3,
DOID:0110496,autosomal recessive nonsyndromic deafness 38,H90.3,
DOID:0110497,autosomal recessive nonsyndromic deafness 39,H90.3,
DOID:0110498,autosomal recessive nonsyndromic deafness 4,H90.3,
DOID:0110499,autosomal recessive nonsyndromic deafness 40,H90.3,
DOID:0110500,autosomal recessive nonsyndromic deafness 42,H90.3,
DOID:0110501,autosomal recessive nonsyndromic deafness 44,H90.3,
DOID:0110502,autosomal recessive nonsyndromic deafness 45,H90.3,
DOID:0110503,autosomal recessive nonsyndromic deafness 46,H90.3,
DOID:0110504,autosomal recessive nonsyndromic deafness 47,H90.3,
DOID:0110505,autosomal recessive nonsyndromic deafness 48,H90.3,
DOID:0110506,autosomal recessive nonsyndromic deafness 49,H90.3,
DOID:0110507,autosomal recessive nonsyndromic deafness 5,H90.3,
DOID:0110508,autosomal recessive nonsyndromic deafness 51,H90.3,
DOID:0110509,autosomal recessive nonsyndromic deafness 53,H90.3,
DOID:0110510,autosomal recessive nonsyndromic deafness 55,H90.3,
DOID:0110511,autosomal recessive nonsyndromic deafness 59,H90.3,
DOID:0110512,autosomal recessive nonsyndromic deafness 6,H90.3,
DOID:0110513,autosomal recessive nonsyndromic deafness 61,H90.3,
DOID:0110514,autosomal recessive nonsyndromic deafness 62,H90.3,
DOID:0110515,autosomal recessive nonsyndromic deafness 63,H90.3,
DOID:0110516,autosomal recessive nonsyndromic deafness 65,H90.3,
DOID:0110517,autosomal recessive nonsyndromic deafness 66,H90.3,
DOID:0110518,autosomal recessive nonsyndromic deafness 67,H90.3,
DOID:0110519,autosomal recessive nonsyndromic deafness 68,H90.3,
DOID:0110520,autosomal recessive nonsyndromic deafness 7,H90.3,
DOID:0110521,autosomal recessive nonsyndromic deafness 70,H90.3,
DOID:0110522,autosomal recessive nonsyndromic deafness 71,H90.3,
DOID:0110523,autosomal recessive nonsyndromic deafness 74,H90.3,
DOID:0110524,autosomal recessive nonsyndromic deafness 76,H90.3,
DOID:0110525,autosomal recessive nonsyndromic deafness 77,H90.3,
DOID:0110526,autosomal recessive nonsyndromic deafness 79,H90.3,
DOID:0110527,autosomal recessive nonsyndromic deafness 8,H90.3,
DOID:0110528,autosomal recessive nonsyndromic deafness 83,H90.3,
DOID:0110529,autosomal recessive nonsyndromic deafness 84A,H90.3,
DOID:0110530,autosomal recessive nonsyndromic deafness 84B,H90.3,
DOID:0110531,autosomal recessive nonsyndromic deafness 85,H90.3,
DOID:0110532,autosomal recessive nonsyndromic deafness 86,H90.3,
DOID:0110533,autosomal recessive nonsyndromic deafness 88,H90.3,
DOID:0110534,autosomal recessive nonsyndromic deafness 89,H90.3,
DOID:0110535,autosomal recessive nonsyndromic deafness 9,H90.3,
DOID:0110536,autosomal recessive nonsyndromic deafness 91,H90.3,
DOID:0110537,autosomal recessive nonsyndromic deafness 93,H90.3,
DOID:0110538,autosomal recessive nonsyndromic deafness 96,H90.3,
DOID:0110539,autosomal recessive nonsyndromic deafness 97,H90.3,
DOID:0110540,autosomal recessive nonsyndromic deafness 98,H90.3,
DOID:0110541,autosomal dominant nonsyndromic deafness 1,H90.3,
DOID:0110542,autosomal dominant nonsyndromic deafness 10,H90.3,
DOID:0110543,autosomal dominant nonsyndromic deafness 11,H90.3,
DOID:0110544,autosomal dominant nonsyndromic deafness 12,H90.3,
DOID:0110545,autosomal dominant nonsyndromic deafness 13,H90.3,
DOID:0110546,autosomal dominant nonsyndromic deafness 15,H90.3,
DOID:0110547,autosomal dominant nonsyndromic deafness 16,H90.3,
DOID:0110548,autosomal dominant nonsyndromic deafness 17,H90.3,
DOID:0110549,autosomal dominant nonsyndromic deafness 18,H90.3,
DOID:0110550,autosomal dominant nonsyndromic deafness 20,H90.3,
DOID:0110551,autosomal dominant nonsyndromic deafness 21,H90.3,
DOID:0110552,autosomal dominant nonsyndromic deafness 22,H90.3,
DOID:0110553,autosomal dominant nonsyndromic deafness 23,H90.3,
DOID:0110554,autosomal dominant nonsyndromic deafness 24,H90.3,
DOID:0110555,autosomal dominant nonsyndromic deafness 25,H90.3,
DOID:0110556,autosomal dominant nonsyndromic deafness 27,H90.3,
DOID:0110557,autosomal dominant nonsyndromic deafness 28,H90.3,
DOID:0110558,autosomal dominant nonsyndromic deafness 2A,H90.3,
DOID:0110559,autosomal dominant nonsyndromic deafness 2B,H90.3,
DOID:0110560,autosomal dominant nonsyndromic deafness 30,H90.3,
DOID:0110561,autosomal dominant nonsyndromic deafness 31,H90.3,
DOID:0110562,autosomal dominant nonsyndromic deafness 33,H90.3,
DOID:0110563,autosomal dominant nonsyndromic deafness 36,H90.3,
DOID:0110564,autosomal dominant nonsyndromic deafness 3A,H90.3,
DOID:0110565,autosomal dominant nonsyndromic deafness 3B,H90.3,
DOID:0110566,autosomal dominant nonsyndromic deafness 40,H90.3,
DOID:0110567,autosomal dominant nonsyndromic deafness 41,H90.3,
DOID:0110568,autosomal dominant nonsyndromic deafness 43,H90.3,
DOID:0110569,autosomal dominant nonsyndromic deafness 44,H90.3,
DOID:0110570,autosomal dominant nonsyndromic deafness 47,H90.3,
DOID:0110571,autosomal dominant nonsyndromic deafness 48,H90.3,
DOID:0110572,autosomal dominant nonsyndromic deafness 49,H90.3,
DOID:0110573,autosomal dominant nonsyndromic deafness 4A,H90.3,
DOID:0110574,autosomal dominant nonsyndromic deafness 4B,H90.3,
DOID:0110575,autosomal dominant nonsyndromic deafness 5,H90.3,
DOID:0110576,autosomal dominant nonsyndromic deafness 50,H90.3,
DOID:0110577,autosomal dominant nonsyndromic deafness 51,H90.3,
DOID:0110578,autosomal dominant nonsyndromic deafness 52,H90.3,
DOID:0110579,autosomal dominant nonsyndromic deafness 53,H90.3,
DOID:0110580,autosomal dominant nonsyndromic deafness 54,H90.3,
DOID:0110581,autosomal dominant nonsyndromic deafness 56,H90.3,
DOID:0110582,autosomal dominant nonsyndromic deafness 58,H90.3,
DOID:0110583,autosomal dominant nonsyndromic deafness 59,H90.3,
DOID:0110584,autosomal dominant nonsyndromic deafness 6,H90.3,
DOID:0110585,autosomal dominant nonsyndromic deafness 64,H90.3,
DOID:0110586,autosomal dominant nonsyndromic deafness 65,H90.3,
DOID:0110587,autosomal dominant nonsyndromic deafness 66,H90.3,
DOID:0110588,autosomal dominant nonsyndromic deafness 67,H90.3,
DOID:0110589,autosomal dominant nonsyndromic deafness 68,H90.3,
DOID:0110590,autosomal dominant nonsyndromic deafness 69,H90.3,
DOID:0110591,autosomal dominant nonsyndromic deafness 7,H90.3,
DOID:0110592,autosomal dominant nonsyndromic deafness 70,H90.3,
DOID:0110593,autosomal dominant nonsyndromic deafness 9,H90.3,
DOID:0110594,primary ciliary dyskinesia 1,Q34.8,
DOID:0110595,Stromme syndrome,Q87.8,
DOID:0110596,primary ciliary dyskinesia 21,Q34.8,
DOID:0110597,primary ciliary dyskinesia 22,Q34.8,
DOID:0110598,primary ciliary dyskinesia 14,Q34.8,
DOID:0110599,primary ciliary dyskinesia 3,Q34.8,
DOID:0110600,primary ciliary dyskinesia 29,Q34.8,
DOID:0110601,primary ciliary dyskinesia 12,Q34.8,
DOID:0110602,primary ciliary dyskinesia 11,Q34.8,
DOID:0110603,primary ciliary dyskinesia 32,Q34.8,
DOID:0110604,primary ciliary dyskinesia 18,Q34.8,
DOID:0110605,primary ciliary dyskinesia 7,Q34.8,
DOID:0110606,primary ciliary dyskinesia 6,Q34.8,
DOID:0110607,primary ciliary dyskinesia 28,Q34.8,
DOID:0110608,primary ciliary dyskinesia 19,Q34.8,
DOID:0110609,primary ciliary dyskinesia 23,Q34.8,
DOID:0110611,primary ciliary dyskinesia 27,Q34.8,
DOID:0110612,primary ciliary dyskinesia 10,Q34.8,
DOID:0110613,primary ciliary dyskinesia 16,Q34.8,
DOID:0110614,primary ciliary dyskinesia 4,Q34.8,
DOID:0110615,primary ciliary dyskinesia 25,Q34.8,
DOID:0110616,primary ciliary dyskinesia 8,Q34.8,
DOID:0110617,primary ciliary dyskinesia 5,Q34.8,
DOID:0110618,primary ciliary dyskinesia 13,Q34.8,
DOID:0110619,primary ciliary dyskinesia 33,Q34.8,
DOID:0110621,primary ciliary dyskinesia 17,Q34.8,
DOID:0110622,primary ciliary dyskinesia 9,Q34.8,
DOID:0110623,primary ciliary dyskinesia 15,Q34.8,
DOID:0110624,primary ciliary dyskinesia 30,Q34.8,
DOID:0110625,primary ciliary dyskinesia 20,Q34.8,
DOID:0110626,primary ciliary dyskinesia 2,Q34.8,
DOID:0110627,primary ciliary dyskinesia 26,Q34.8,
DOID:0110628,primary ciliary dyskinesia 24,Q34.8,
DOID:0110629,Wolfram syndrome 1,E13.8,
DOID:0110630,Wolfram syndrome 2,E13.8,C565733
DOID:0110632,megaconial type congenital muscular dystrophy,G71.2,
DOID:0110633,rigid spine muscular dystrophy 1,G71.2,C535683
DOID:0110633,rigid spine muscular dystrophy 1,G71.8,C535683
DOID:0110634,congenital muscular dystrophy 1B,G71.2,
DOID:0110635,muscular dystrophy-dystroglycanopathy type B5,G71.2,
DOID:0110636,congenital merosin-deficient muscular dystrophy 1A,,C537384
